University,Page_URL,Keyword_Found,Context
www.ignou.ac.in,http://www.ignou.ac.in/pages/32,FYUP,Recently the School has initiated development of four FYUP programmes keeping the mandate of NEP 2020 in mind.
www.ignou.ac.in,http://www.ignou.ac.in/pages/35,Multiple Entry,"To increase both accessibility and acceptability of IGNOU Computer Education Programmes in a coordinated way, ensuring high quality education at various academic levels through well-designed curriculum tuned to the challenging needs of the software industry and  academia; To disseminate knowledge through an innovative multiple media teaching/learning system. To follow a multiple entry and multiple exit model for moving though a set of modular courses for a student to achieve her/his goals. To keep a balance between fundamental concepts, core areas of computer science and specialized skills required while designing curriculum in response to the needs of the market. To conduct quality research in the emerging areas of Computer Science; and To provide specific need based computer education and training opportunities for continuous professional development and skill up-gradation to in-service professionals."
www.ignou.ac.in,http://www.ignou.ac.in/pages/35,Multiple Entry,To follow a multiple entry and multiple exit model for moving though a set of modular courses for a student to achieve her/his goals.
www.ignou.ac.in,http://www.ignou.ac.in/pages/36,Multiple Entry,"The school was established in 2009. Initially the school started with a modular programme having Post Graduate Certificate, PG Diploma and MA in Extension and Development Studies with multiple entry and exit options.Currently the school is offering 1 PhD, 4 Masters, 6 PG Diplomas and 1 Diploma programme. The School is also offering 2 MOOCs.The School is involved in teaching, research and extension activities. The School has also been organizing webinars, seminars, lectures and panel discussions on various occasions. The School has also hosted an U.S. Fulbright Regional Research Scholar in 2019"
www.ignou.ac.in,http://www.ignou.ac.in/pages/36,FYUP,"Prof. Grace Don Nemching Prof. Grace Don Nemching Designation: Professor Specialization: Sociology Academic Level: 13A Joining: 01-09-2009 Email Id: gdnemching@ignou.ac.in Brief Profile: Dr. Grace Don Nemching Grace Don Nemching is currently working as Professor in School of Extension and Development Studies (SOEDS), IGNOU. She worked as a faculty in JMC, DU in the Sociology Department before joining IGNOU. She has completed her Ph.D. from JNU. She has published works in the form of book, book review, wrote articles for journals and has presented papers in seminars and conferences and written more than 50 units for IGNOU Self Learning Materials. She is currently Programme Coordinator for Diploma in Value Education, Post Graduate Diploma in Population and Family Health Studies, Master of Arts in Urban Studies, Post Graduate Diploma in Tribal Studies, Master of Arts in Population and Family Health Studies offered in IGNOU and Course Coordinator of BEDSV101 -Value Education offered as Value Added Course in Four Year Under Graduate program (FYUP). She is presently coordinating Channel 16, SWAYAM PRABHA as well as offering 2 MOOC courses in SWAYAM portal. Official Address: School of Extension & Development Studies (SOEDS), Indira Gandhi National Open University (IGNOU), Maidan Garhi, New Delhi – 110068 New Delhi, India +91-011-29571669 gdnemching@ignou.ac.in Attachments: Designation: Professor Specialization: Sociology Academic Level: 13A Joining: 01-09-2009 , gdnemching@ignou.ac.in"
www.ignou.ac.in,http://www.ignou.ac.in/pages/36,FYUP,"Dr. Grace Don Nemching Grace Don Nemching is currently working as Professor in School of Extension and Development Studies (SOEDS), IGNOU. She worked as a faculty in JMC, DU in the Sociology Department before joining IGNOU. She has completed her Ph.D. from JNU. She has published works in the form of book, book review, wrote articles for journals and has presented papers in seminars and conferences and written more than 50 units for IGNOU Self Learning Materials. She is currently Programme Coordinator for Diploma in Value Education, Post Graduate Diploma in Population and Family Health Studies, Master of Arts in Urban Studies, Post Graduate Diploma in Tribal Studies, Master of Arts in Population and Family Health Studies offered in IGNOU and Course Coordinator of BEDSV101 -Value Education offered as Value Added Course in Four Year Under Graduate program (FYUP). She is presently coordinating Channel 16, SWAYAM PRABHA as well as offering 2 MOOC courses in SWAYAM portal. Official Address: School of Extension & Development Studies (SOEDS), Indira Gandhi National Open University (IGNOU), Maidan Garhi, New Delhi – 110068 New Delhi, India +91-011-29571669 gdnemching@ignou.ac.in"
www.ignou.ac.in,http://www.ignou.ac.in/pages/36,FYUP,"Grace Don Nemching is currently working as Professor in School of Extension and Development Studies (SOEDS), IGNOU. She worked as a faculty in JMC, DU in the Sociology Department before joining IGNOU. She has completed her Ph.D. from JNU. She has published works in the form of book, book review, wrote articles for journals and has presented papers in seminars and conferences and written more than 50 units for IGNOU Self Learning Materials. She is currently Programme Coordinator for Diploma in Value Education, Post Graduate Diploma in Population and Family Health Studies, Master of Arts in Urban Studies, Post Graduate Diploma in Tribal Studies, Master of Arts in Population and Family Health Studies offered in IGNOU and Course Coordinator of BEDSV101 -Value Education offered as Value Added Course in Four Year Under Graduate program (FYUP). She is presently coordinating Channel 16, SWAYAM PRABHA as well as offering 2 MOOC courses in SWAYAM portal."
www.ignou.ac.in,http://www.ignou.ac.in/pages/37,FYUP,"Prof. Deepanwita Srivastava Prof. Deepanwita Srivastava Designation: Professor Specialization: French, Tourism Studies Academic Level: 14 Joining: 01-02-2009 Brief Profile: Deepanwita Srivastava is Professor of French and specializes in the areas of Didactics of French Language, Open Distance & Distributed Learning, Translation & Interpretation and Travel & Mobility Studies. Alumna of the Centre of French and Francophone Studies, Jawaharlal Nehru University, N.Delhi she has a long experience of teaching French at several universities and institutions of Higher Education and is counted among the pioneers of French Studies in Open Distance & Distributed Learning in India. Appointed Principal Lexicographer & Rédactrice en chef (Editor in Chief) for the United Nations Project on the Hindi-French Bilingual Dictionary with the Central Hindi Directorate-- CHD, Ministry of Education, Govt. of India. Designed and developed the first Master’s Program in French in India in the Open & Distance Learning Mode, created French language learning modules for SWAYAM MOOCs, and designed multiple curricula catering to Pedagogy of French as a Foreign Language–Français langue étrangère FLE in ODL models. Actively engaged with Language courses and Skill development in the FYUP Program under the National Council for Vocational Education and Training (NCVET) (Ministry of Skill Development and Entrepreneurship - MSDE), Govt of India and the E-VBAB— E Vidya Bharati Project of the Govt. of India for students from Africa. Coordinator of the Ph.D program in French at the School of Foreign Languages, she has successfully guided several Doctoral research students at IGNOU as well as at other universities contributing to innovation and knowledge creation  in the domain of French Studies. Widely published and Invited/Visiting scholar at several universities abroad, she has been also recipient of International Fellowships from the Shastri Indo Canadian Institute - SICI, Asian Association of Open Universities - AAOU, UNESCO, and the ICSSR. Member, Advisory Boards, Comités scientifiques/Editorial Boards of International journals, Boards of Studies and Academic Councils of universities, Committees on Educational Policies, Curriculum Planning & Research Councils. Actively engaged in workshops, projects and collaborations with the French Embassy in India, Indian Council of Social Sciences Research (ICSSR, Ministry of Education, Govt. of India, Indian Council of Cultural Relations, Ministry of External Affairs, Govt. of India, UNESCO, Bureau du Quebec India,  CEMCA (Commonwealth of Learning- CoL Canada), the Shastri Indo Canadian Institute (SICI), India Africa Virtual University (IAVU, Ministry of External Affairs, Govt. of India), Asian Association of Open Universities (AAOU),  Innovation Council of India and the Indian Institute of Foreign Trade, - IIFT (Ministry of Commerce, Govt. of India). Major publications include “संयुक्त राष्ट्र हिंदी-फ्रासीसी कोश"" (Hindi-French Bilingual Dictionary), Ministry of Education, Govt of India and four more books on Didactics of French Language, Translation and Interpretation, African Francophonie, and Mobility Studies, apart from numerous research publications as book chapters and articles in national and international journals. Was conferred upon the ""Prix d’excellence de l’enseignement du français”– Award for Excellence in French Studies in 2023 by the Institut français en Inde –IFI, Embassy of France in India. Areas of Interest: Didactics of French as a Foreign Language Language Teaching/Learning in Open and Distance Mode Curriculum Planning & Instructional Design in ODL Mobility & Travel Studies Translation & Interpretation Attachments: Designation: Professor Specialization: French, Tourism Studies Academic Level: 14 Joining: 01-02-2009"
www.ignou.ac.in,http://www.ignou.ac.in/pages/37,FYUP,"Deepanwita Srivastava is Professor of French and specializes in the areas of Didactics of French Language, Open Distance & Distributed Learning, Translation & Interpretation and Travel & Mobility Studies. Alumna of the Centre of French and Francophone Studies, Jawaharlal Nehru University, N.Delhi she has a long experience of teaching French at several universities and institutions of Higher Education and is counted among the pioneers of French Studies in Open Distance & Distributed Learning in India. Appointed Principal Lexicographer & Rédactrice en chef (Editor in Chief) for the United Nations Project on the Hindi-French Bilingual Dictionary with the Central Hindi Directorate-- CHD, Ministry of Education, Govt. of India. Designed and developed the first Master’s Program in French in India in the Open & Distance Learning Mode, created French language learning modules for SWAYAM MOOCs, and designed multiple curricula catering to Pedagogy of French as a Foreign Language–Français langue étrangère FLE in ODL models. Actively engaged with Language courses and Skill development in the FYUP Program under the National Council for Vocational Education and Training (NCVET) (Ministry of Skill Development and Entrepreneurship - MSDE), Govt of India and the E-VBAB— E Vidya Bharati Project of the Govt. of India for students from Africa. Coordinator of the Ph.D program in French at the School of Foreign Languages, she has successfully guided several Doctoral research students at IGNOU as well as at other universities contributing to innovation and knowledge creation  in the domain of French Studies. Widely published and Invited/Visiting scholar at several universities abroad, she has been also recipient of International Fellowships from the Shastri Indo Canadian Institute - SICI, Asian Association of Open Universities - AAOU, UNESCO, and the ICSSR. Member, Advisory Boards, Comités scientifiques/Editorial Boards of International journals, Boards of Studies and Academic Councils of universities, Committees on Educational Policies, Curriculum Planning & Research Councils. Actively engaged in workshops, projects and collaborations with the French Embassy in India, Indian Council of Social Sciences Research (ICSSR, Ministry of Education, Govt. of India, Indian Council of Cultural Relations, Ministry of External Affairs, Govt. of India, UNESCO, Bureau du Quebec India,  CEMCA (Commonwealth of Learning- CoL Canada), the Shastri Indo Canadian Institute (SICI), India Africa Virtual University (IAVU, Ministry of External Affairs, Govt. of India), Asian Association of Open Universities (AAOU),  Innovation Council of India and the Indian Institute of Foreign Trade, - IIFT (Ministry of Commerce, Govt. of India). Major publications include “संयुक्त राष्ट्र हिंदी-फ्रासीसी कोश"" (Hindi-French Bilingual Dictionary), Ministry of Education, Govt of India and four more books on Didactics of French Language, Translation and Interpretation, African Francophonie, and Mobility Studies, apart from numerous research publications as book chapters and articles in national and international journals. Was conferred upon the ""Prix d’excellence de l’enseignement du français”– Award for Excellence in French Studies in 2023 by the Institut français en Inde –IFI, Embassy of France in India. Areas of Interest: Didactics of French as a Foreign Language Language Teaching/Learning in Open and Distance Mode Curriculum Planning & Instructional Design in ODL Mobility & Travel Studies Translation & Interpretation"
www.ignou.ac.in,http://www.ignou.ac.in/pages/37,FYUP,"Deepanwita Srivastava is Professor of French and specializes in the areas of Didactics of French Language, Open Distance & Distributed Learning, Translation & Interpretation and Travel & Mobility Studies. Alumna of the Centre of French and Francophone Studies, Jawaharlal Nehru University, N.Delhi she has a long experience of teaching French at several universities and institutions of Higher Education and is counted among the pioneers of French Studies in Open Distance & Distributed Learning in India. Appointed Principal Lexicographer & Rédactrice en chef (Editor in Chief) for the United Nations Project on the Hindi-French Bilingual Dictionary with the Central Hindi Directorate-- CHD, Ministry of Education, Govt. of India. Designed and developed the first Master’s Program in French in India in the Open & Distance Learning Mode, created French language learning modules for SWAYAM MOOCs, and designed multiple curricula catering to Pedagogy of French as a Foreign Language–Français langue étrangère FLE in ODL models. Actively engaged with Language courses and Skill development in the FYUP Program under the National Council for Vocational Education and Training (NCVET) (Ministry of Skill Development and Entrepreneurship - MSDE), Govt of India and the E-VBAB— E Vidya Bharati Project of the Govt. of India for students from Africa. Coordinator of the Ph.D program in French at the School of Foreign Languages, she has successfully guided several Doctoral research students at IGNOU as well as at other universities contributing to innovation and knowledge creation  in the domain of French Studies. Widely published and Invited/Visiting scholar at several universities abroad, she has been also recipient of International Fellowships from the Shastri Indo Canadian Institute - SICI, Asian Association of Open Universities - AAOU, UNESCO, and the ICSSR. Member, Advisory Boards, Comités scientifiques/Editorial Boards of International journals, Boards of Studies and Academic Councils of universities, Committees on Educational Policies, Curriculum Planning & Research Councils. Actively engaged in workshops, projects and collaborations with the French Embassy in India, Indian Council of Social Sciences Research (ICSSR, Ministry of Education, Govt. of India, Indian Council of Cultural Relations, Ministry of External Affairs, Govt. of India, UNESCO, Bureau du Quebec India,  CEMCA (Commonwealth of Learning- CoL Canada), the Shastri Indo Canadian Institute (SICI), India Africa Virtual University (IAVU, Ministry of External Affairs, Govt. of India), Asian Association of Open Universities (AAOU),  Innovation Council of India and the Indian Institute of Foreign Trade, - IIFT (Ministry of Commerce, Govt. of India). Major publications include “संयुक्त राष्ट्र हिंदी-फ्रासीसी कोश"" (Hindi-French Bilingual Dictionary), Ministry of Education, Govt of India and four more books on Didactics of French Language, Translation and Interpretation, African Francophonie, and Mobility Studies, apart from numerous research publications as book chapters and articles in national and international journals. Was conferred upon the ""Prix d’excellence de l’enseignement du français”– Award for Excellence in French Studies in 2023 by the Institut français en Inde –IFI, Embassy of France in India."
www.ignou.ac.in,http://www.ignou.ac.in/pages/28,FYUP,Bachelor of Arts(BAM(FYUP))
www.ignou.ac.in,http://www.ignou.ac.in/pages/28,FYUP,Bachelor of Art-Urdu (FYUP)(BAFUD)
www.ignou.ac.in,http://www.ignou.ac.in/pages/28,FYUP,Bachelor of Arts-English (FYUP)(BAFEG)
www.jguni.in,https://www.jguni.in/bcom.html,Multiple Entry,Multiple entry and exit options allowed based on National Education Policy
www.jguni.in,https://www.jguni.in/bca.html,Multiple Entry,Multiple entry and exit options allowed based on National Education Policy
www.jguni.in,https://www.jguni.in/imca.html,Multiple Entry,Multiple entry and exit options allowed based on National Education Policy
www.jguni.in,https://www.jguni.in/bba.html,Multiple Entry,Multiple entry and exit options allowed based on National Education Policy
www.jguni.in,https://www.jguni.in/imba.html,Multiple Entry,Multiple entry and exit options allowed based on National Education Policy
www.kkuniversity.ac.in,https://www.kkuniversity.ac.in/nep,Multiple Entry,"As per new structure and duration of undergraduate programmes proposed by NEP 2020, K. K. University is offering 1 year Certification, 2 Years Diploma, 3 Years Bachelor and 4 Year Bachelor with Honours programmes for the students to experience full range of holistic and multidisciplinary education. The programmes will offer flexible and innovative curriculum with multiple entry/exit during this period, with appropriate certification:"
msuniversity.ac.in,https://msuniversity.ac.in/,FYUP,"19 Jul 2025 Press release: Date extension for Online Registration of UG (BBA, BCom, (FYUP)) Courses Session 2025-26"
msuniversity.ac.in,https://msuniversity.ac.in/,FYUP,03 Jul 2025 Office Order: Related to Conduct BBA & B.Com (FYUP) Course on UG level in academic session 2025-26
msuniversity.ac.in,https://msuniversity.ac.in/index.php,FYUP,"19 Jul 2025 Press release: Date extension for Online Registration of UG (BBA, BCom, (FYUP)) Courses Session 2025-26"
msuniversity.ac.in,https://msuniversity.ac.in/index.php,FYUP,03 Jul 2025 Office Order: Related to Conduct BBA & B.Com (FYUP) Course on UG level in academic session 2025-26
